Id,Name,StockKeepingUnit,ProductCode,ProductClass,Description,DisplayUrl,Family,IsActive,State__c,Grade_Level__c,Category__c,Series__c,Pricing_Group__c,Coursewave_Code__c,CreatedDate,LastModifiedDate
01tWj00000Bgsl6IAB,Oklahoma CCRA Success in US History,01tWj00000BN7VrIAL-BASE,64117-519-7-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000Bgsl5IAB,Oklahoma CCRA Success in US History,01tWj00000BN7VsIAL-BASE,64117-519-7-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000Bgsl4IAB,Oklahoma CCRA Success in Science,01tam00000BCCn9AAH-BASE,64117-473-2-BASE,VariationParent,,,Oklahoma,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000Bgsl3IAB,North Carolina Success in Economics and Personal Finance,01tWj00000BN7VlIAL-BASE,64117-479-4-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000Bgsl2IAB,North Carolina Success in Economics and Personal Finance,01tWj00000BN7VkIAL-BASE,64117-479-4-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000Bgsl1IAB,North Carolina Success in Economics and Personal Finance,01tWj00000BN7VjIAL-BASE,64117-479-4-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000Bgsl0IAB,North Carolina Success in Economics and Personal Finance,01tam00000BCCn5AAH-BASE,64117-479-4-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgskzIAB,North Carolina Math 3 EOC,01tWj00000BN7VhIAL-BASE,64117-313-1-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgskyIAB,North Carolina Math 3 EOC,01tWj00000BN7ViIAL-BASE,64117-313-1-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgskxIAB,North Carolina Math 3 EOC,01tWj00000BN7VgIAL-BASE,64117-313-1-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgskwIAB,North Carolina Math 3 EOC,01tam00000BCCn4AAH-BASE,64117-313-1-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgskvIAB,North Carolina Math 2,01tWj00000BN7VoIAL-BASE,64117-312-4-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgskuIAB,North Carolina Math 2,01tWj00000BN7VpIAL-BASE,64117-312-4-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgsktIAB,North Carolina Math 2,01tam00000BCCnIAAX-BASE,64117-312-4-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgsksIAB,North Carolina Math 2,01tWj00000BN7VqIAL-BASE,64117-312-4-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgskrIAB,North Carolina Math 1 EOC,01tWj00000BN7VnIAL-BASE,64117-411-4-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgskqIAB,North Carolina Math 1 EOC,01tam00000BCCn7AAH-BASE,64117-411-4-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgskpIAB,North Carolina Math 1 EOC,01tWj00000BN7VmIAL-BASE,64117-411-4-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgskoIAB,North Carolina EOG Success Grade 8 Science,01tam00000BCCnCAAX-BASE,64117-682-8-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgsknIAB,North Carolina EOG Success Grade 5 Science,01tam00000BCCn8AAH-BASE,64117-681-1-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskmIAB,North Carolina EOG Grade 8 Mathematics,01tam00000BCCnLAAX-BASE,64117-365-0-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgsklIAB,North Carolina EOG Grade 8 English Language Arts,01tam00000BCCnGAAX-BASE,64117-366-7-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskkIAB,North Carolina EOG Grade 7 Mathematics,01tam00000BCCnDAAX-BASE,64117-362-9-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskjIAB,North Carolina EOG Grade 7 English Language Arts,01tam00000BCCnEAAX-BASE,64117-363-6-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskiIAB,North Carolina EOG Grade 6 Mathematics,01tam00000BCLVpAAP-BASE,64117-359-9-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskhIAB,North Carolina EOG Grade 6 English Language Arts,01tam00000BCLVjAAP-BASE,64117-360-5-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskgIAB,North Carolina EOG Grade 5 Mathematics,01tam00000BCLVnAAP-BASE,64117-356-8-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskfIAB,North Carolina EOG Grade 5 English Language Arts,01tam00000BCLVsAAP-BASE,64117-357-5-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskeIAB,North Carolina EOG Grade 4 Mathematics,01tam00000BCLVlAAP-BASE,64117-353-7-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskdIAB,North Carolina EOG Grade 4 English Language Arts,01tam00000BCLVqAAP-BASE,64117-354-4-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskcIAB,North Carolina EOG Grade 3 Mathematics,01tam00000BCLVkAAP-BASE,64117-350-6-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskbIAB,North Carolina EOG Grade 3 English Language Arts,01tam00000BCLVmAAP-BASE,64117-297-4-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskaIAB,North Carolina EOC Success Biology,01tWj00000BND4EIAX-BASE,64117-704-7-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskZIAR,North Carolina EOC Success Biology,01tWj00000BND4DIAX-BASE,64117-704-7-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskYIAR,North Carolina EOC Success Biology,01tWj00000BND4CIAX-BASE,64117-704-7-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskXIAR,North Carolina EOC Success Biology,01tam00000BCLVuAAP-BASE,64117-704-7-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskWIAR,North Carolina English II EOC,01tWj00000BND4FIAX-BASE,64117-310-0-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskVIAR,North Carolina English II EOC,01tWj00000BND4HIAX-BASE,64117-310-0-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskUIAR,North Carolina English II EOC,01tam00000BCLVvAAP-BASE,64117-310-0-BASE,VariationParent,,,North Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskTIAR,North Carolina English II EOC,01tWj00000BND4GIAX-BASE,64117-310-0-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskSIAR,New Mexico Success Grade 8 Math,01tam00000BCLVwAAP-BASE,64117-645-3-BASE,VariationParent,,,New Mexico,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskRIAR,New Mexico Success Grade 8 ELA,01tam00000BCLVfAAP-BASE,64117-644-6-BASE,VariationParent,,,New Mexico,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskQIAR,New Mexico Success Grade 7 Math,01tam00000BCLVhAAP-BASE,64117-643-9-BASE,VariationParent,,,New Mexico,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskPIAR,New Mexico Success Grade 7 ELA,01tam00000BCLVeAAP-BASE,64117-642-2-BASE,VariationParent,,,New Mexico,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskOIAR,New Mexico Success Grade 6 Math,01tam00000BCLVgAAP-BASE,64117-641-5-BASE,VariationParent,,,New Mexico,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskNIAR,New Mexico Success Grade 6 ELA,01tam00000BCLViAAP-BASE,64117-640-8-BASE,VariationParent,,,New Mexico,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskMIAR,New Mexico Success Grade 5 Math,01tam00000BCLVoAAP-BASE,64117-639-2-BASE,VariationParent,,,New Mexico,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskLIAR,New Mexico Success Grade 5 ELA,01tam00000BCLVtAAP-BASE,64117-638-5-BASE,VariationParent,,,New Mexico,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskKIAR,New Mexico Success Grade 4 Math,01tam00000BCLVdAAP-BASE,64117-637-8-BASE,VariationParent,,,New Mexico,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskJIAR,New Mexico Success Grade 4 ELA,01tam00000BCLVrAAP-BASE,64117-636-1-BASE,VariationParent,,,New Mexico,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskIIAR,New Mexico Success Grade 3 Math,01tam00000BCLVbAAP-BASE,64117-635-4-BASE,VariationParent,,,New Mexico,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskHIAR,New Mexico Success Grade 3 ELA,01tam00000BCLVOAA5-BASE,64117-634-7-BASE,VariationParent,,,New Mexico,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskGIAR,Minnesota MCA Success Grade 8 Reading,01tam00000BCLVcAAP-BASE,64117-610-1-BASE,VariationParent,,,Minnesota,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskFIAR,Minnesota MCA Success Grade 7 Reading,01tam00000BCLVUAA5-BASE,64117-609-5-BASE,VariationParent,,,Minnesota,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskEIAR,Minnesota MCA Success Grade 6 Reading,01tam00000BCLVZAA5-BASE,64117-608-8-BASE,VariationParent,,,Minnesota,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskDIAR,Minnesota MCA Success Grade 5 Reading,01tam00000BCLVRAA5-BASE,64117-607-1-BASE,VariationParent,,,Minnesota,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskCIAR,Minnesota MCA Success Grade 5 Mathematics,01tam00000BCLVWAA5-BASE,641117-664-4-BASE,VariationParent,,,Minnesota,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskBIAR,Minnesota MCA Success Grade 4 Reading,01tam00000BCLVXAA5-BASE,64117-606-4-BASE,VariationParent,,,Minnesota,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000BgskAIAR,Minnesota MCA Success Grade 4 Mathematics,01tam00000BCLVPAA5-BASE,64117-663-7-BASE,VariationParent,,,Minnesota,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000Bgsk9IAB,Minnesota MCA Success Grade 3 Reading,01tam00000BCLVaAAP-BASE,64117-605-7-BASE,VariationParent,,,Minnesota,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000Bgsk8IAB,Minnesota MCA Success Grade 3 Mathematics,01tam00000BCLVNAA5-BASE,64117-662-0-BASE,VariationParent,,,Minnesota,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000Bgsk7IAB,Minnesota MCA in High School Science,01tWj00000BND48IAH-BASE,64117-222-6-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000Bgsk6IAB,Minnesota MCA in High School Science,01tam00000BCLVTAA5-BASE,64117-222-6-BASE,VariationParent,,,Minnesota,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000Bgsk5IAB,Minnesota MCA in High School Science,01tWj00000BND46IAH-BASE,64117-222-6-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000Bgsk4IAB,Minnesota MCA in High School Science,01tWj00000BND47IAH-BASE,64117-222-6-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000Bgsk3IAB,Minnesota MCA in High School Mathematics,01tam00000BCLVYAA5-BASE,64117-223-3-BASE,VariationParent,,,Minnesota,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000Bgsk2IAB,Minnesota MCA in High School Mathematics,01tWj00000BND4BIAX-BASE,64117-223-3-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000Bgsk1IAB,Minnesota MCA in High School Mathematics,01tWj00000BND4AIAX-BASE,64117-223-3-BASE,VariationParent,,,,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:21.000+0000
01tWj00000Bgsm1IAB,South Carolina SCCCRS Success Grade 2 Mathematics,01tam00000BCKzQAAX-BASE,64117-789-4-BASE,VariationParent,,,South Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000Bgsm3IAB,South Carolina SCCCRS Success Kindergarten Mathematics,01tam00000BCKzNAAX-BASE,64117-787-0-BASE,VariationParent,,,South Carolina,false,,,,,,,2026-03-15T05:55:17.000+0000,2026-03-16T03:50:26.000+0000
01tWj00000BgsmSIAR,Minnesota MCA in High School Mathematics - Digital Only,01tWj00000BND4AIAX-DO,64117-223-3-DO,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsmRIAR,Minnesota MCA in High School Mathematics - Color Print + Digital,01tWj00000BND4AIAX-CPD,64117-223-3-CPD,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000Bgso0IAB,North Carolina EOG Success Grade 5 Science - Digital Only,01tam00000BCCn8AAH-DO,64117-681-1-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnzIAB,North Carolina EOG Success Grade 5 Science - Color Print + Digital,01tam00000BCCn8AAH-CPD,64117-681-1-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnyIAB,North Carolina EOG Grade 8 Mathematics - Digital Only,01tam00000BCCnLAAX-DO,64117-365-0-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnxIAB,North Carolina EOG Grade 8 Mathematics - Color Print + Digital,01tam00000BCCnLAAX-CPD,64117-365-0-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnwIAB,North Carolina EOG Grade 8 English Language Arts - Digital Only,01tam00000BCCnGAAX-DO,64117-366-7-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnvIAB,North Carolina EOG Grade 8 English Language Arts - Color Print + Digital,01tam00000BCCnGAAX-CPD,64117-366-7-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnuIAB,North Carolina EOG Grade 7 Mathematics - Digital Only,01tam00000BCCnDAAX-DO,64117-362-9-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsntIAB,North Carolina EOG Grade 7 Mathematics - Color Print + Digital,01tam00000BCCnDAAX-CPD,64117-362-9-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnsIAB,North Carolina EOG Grade 7 English Language Arts - Digital Only,01tam00000BCCnEAAX-DO,64117-363-6-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnrIAB,North Carolina EOG Grade 7 English Language Arts - Color Print + Digital,01tam00000BCCnEAAX-CPD,64117-363-6-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnqIAB,North Carolina EOG Grade 6 Mathematics - Digital Only,01tam00000BCLVpAAP-DO,64117-359-9-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnpIAB,North Carolina EOG Grade 6 Mathematics - Color Print + Digital,01tam00000BCLVpAAP-CPD,64117-359-9-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnoIAB,North Carolina EOG Grade 6 English Language Arts - Digital Only,01tam00000BCLVjAAP-DO,64117-360-5-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnnIAB,North Carolina EOG Grade 6 English Language Arts - Color Print + Digital,01tam00000BCLVjAAP-CPD,64117-360-5-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnmIAB,North Carolina EOG Grade 5 Mathematics - Digital Only,01tam00000BCLVnAAP-DO,64117-356-8-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnlIAB,North Carolina EOG Grade 5 Mathematics - Color Print + Digital,01tam00000BCLVnAAP-CPD,64117-356-8-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnkIAB,North Carolina EOG Grade 5 English Language Arts - Digital Only,01tam00000BCLVsAAP-DO,64117-357-5-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnjIAB,North Carolina EOG Grade 5 English Language Arts - Color Print + Digital,01tam00000BCLVsAAP-CPD,64117-357-5-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsniIAB,North Carolina EOG Grade 4 Mathematics - Digital Only,01tam00000BCLVlAAP-DO,64117-353-7-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnhIAB,North Carolina EOG Grade 4 Mathematics - Color Print + Digital,01tam00000BCLVlAAP-CPD,64117-353-7-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsngIAB,North Carolina EOG Grade 4 English Language Arts - Digital Only,01tam00000BCLVqAAP-DO,64117-354-4-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnfIAB,North Carolina EOG Grade 4 English Language Arts - Color Print + Digital,01tam00000BCLVqAAP-CPD,64117-354-4-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsneIAB,North Carolina EOG Grade 3 Mathematics - Digital Only,01tam00000BCLVkAAP-DO,64117-350-6-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsndIAB,North Carolina EOG Grade 3 Mathematics - Color Print + Digital,01tam00000BCLVkAAP-CPD,64117-350-6-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsncIAB,North Carolina EOG Grade 3 English Language Arts - Digital Only,01tam00000BCLVmAAP-DO,64117-297-4-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnbIAB,North Carolina EOG Grade 3 English Language Arts - Color Print + Digital,01tam00000BCLVmAAP-CPD,64117-297-4-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnaIAB,North Carolina EOC Success Biology - Digital Only,01tWj00000BND4EIAX-DO,64117-704-7-DO,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnZIAR,North Carolina EOC Success Biology - Color Print + Digital,01tWj00000BND4EIAX-CPD,64117-704-7-CPD,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnYIAR,North Carolina EOC Success Biology - Digital Only,01tWj00000BND4DIAX-DO,64117-704-7-DO,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnXIAR,North Carolina EOC Success Biology - Color Print + Digital,01tWj00000BND4DIAX-CPD,64117-704-7-CPD,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnWIAR,North Carolina EOC Success Biology - Digital Only,01tWj00000BND4CIAX-DO,64117-704-7-DO,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnVIAR,North Carolina EOC Success Biology - Color Print + Digital,01tWj00000BND4CIAX-CPD,64117-704-7-CPD,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnUIAR,North Carolina EOC Success Biology - Digital Only,01tam00000BCLVuAAP-DO,64117-704-7-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnTIAR,North Carolina EOC Success Biology - Color Print + Digital,01tam00000BCLVuAAP-CPD,64117-704-7-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnSIAR,North Carolina English II EOC - Digital Only,01tWj00000BND4FIAX-DO,64117-310-0-DO,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnRIAR,North Carolina English II EOC - Color Print + Digital,01tWj00000BND4FIAX-CPD,64117-310-0-CPD,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnQIAR,North Carolina English II EOC - Digital Only,01tWj00000BND4HIAX-DO,64117-310-0-DO,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnPIAR,North Carolina English II EOC - Color Print + Digital,01tWj00000BND4HIAX-CPD,64117-310-0-CPD,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnOIAR,North Carolina English II EOC - Digital Only,01tam00000BCLVvAAP-DO,64117-310-0-DO,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnNIAR,North Carolina English II EOC - Color Print + Digital,01tam00000BCLVvAAP-CPD,64117-310-0-CPD,Simple,,,North Carolina,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnMIAR,North Carolina English II EOC - Digital Only,01tWj00000BND4GIAX-DO,64117-310-0-DO,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnLIAR,North Carolina English II EOC - Color Print + Digital,01tWj00000BND4GIAX-CPD,64117-310-0-CPD,Simple,,,,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnKIAR,New Mexico Success Grade 8 Math - Digital Only,01tam00000BCLVwAAP-DO,64117-645-3-DO,Simple,,,New Mexico,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
01tWj00000BgsnJIAR,New Mexico Success Grade 8 Math - Color Print + Digital,01tam00000BCLVwAAP-CPD,64117-645-3-CPD,Simple,,,New Mexico,true,,,,,,,2026-03-15T05:55:18.000+0000,2026-03-16T03:59:51.000+0000
